src,dest,relationship
10134,422,PERTENCE
10174,424,PERTENCE
10189,427,PERTENCE
10249,422,PERTENCE
10299,422,PERTENCE
10377,423,PERTENCE
10399,422,PERTENCE
10537,422,PERTENCE
10629,422,PERTENCE
10666,427,PERTENCE
10708,424,PERTENCE
10710,423,PERTENCE
10741,422,PERTENCE
10806,422,PERTENCE
10812,424,PERTENCE
10816,425,PERTENCE
10862,422,PERTENCE
10863,422,PERTENCE
10865,422,PERTENCE
10882,422,PERTENCE
10898,422,PERTENCE
10984,422,PERTENCE
11011,422,PERTENCE
11021,422,PERTENCE
11033,422,PERTENCE
11066,422,PERTENCE
11101,422,PERTENCE
11159,422,PERTENCE
11163,423,PERTENCE
11197,425,PERTENCE
11313,422,PERTENCE
11359,422,PERTENCE
11363,425,PERTENCE
11392,422,PERTENCE
11413,424,PERTENCE
11429,422,PERTENCE
11472,422,PERTENCE
11473,422,PERTENCE
11477,422,PERTENCE
11532,422,PERTENCE
11557,422,PERTENCE
11664,422,PERTENCE
11677,422,PERTENCE
11707,425,PERTENCE
11713,422,PERTENCE
11761,422,PERTENCE
11780,424,PERTENCE
11830,423,PERTENCE
11836,425,PERTENCE
11864,425,PERTENCE
11875,422,PERTENCE
11906,422,PERTENCE
11911,422,PERTENCE
11944,425,PERTENCE
11946,424,PERTENCE
11961,422,PERTENCE
11977,424,PERTENCE
12039,425,PERTENCE
12072,425,PERTENCE
12242,426,PERTENCE
12260,423,PERTENCE
12266,423,PERTENCE
12303,424,PERTENCE
12361,426,PERTENCE
12396,422,PERTENCE
12403,423,PERTENCE
12406,422,PERTENCE
12462,422,PERTENCE
12477,422,PERTENCE
12492,422,PERTENCE
12518,422,PERTENCE
12522,423,PERTENCE
12530,423,PERTENCE
12562,424,PERTENCE
12686,424,PERTENCE
12715,424,PERTENCE
12721,424,PERTENCE
12738,422,PERTENCE
12751,425,PERTENCE
12753,424,PERTENCE
12760,422,PERTENCE
12764,422,PERTENCE
12774,427,PERTENCE
12820,422,PERTENCE
12829,424,PERTENCE
13034,424,PERTENCE
13070,422,PERTENCE
13127,422,PERTENCE
13131,422,PERTENCE
13166,422,PERTENCE
13189,424,PERTENCE
13296,422,PERTENCE
13311,425,PERTENCE
13315,424,PERTENCE
13325,424,PERTENCE
13332,423,PERTENCE
13378,422,PERTENCE
13387,422,PERTENCE
13558,422,PERTENCE
13721,424,PERTENCE
13756,424,PERTENCE
13925,424,PERTENCE
13988,423,PERTENCE
14062,424,PERTENCE
14077,422,PERTENCE
14081,424,PERTENCE
14101,425,PERTENCE
14207,422,PERTENCE
14280,422,PERTENCE
14286,424,PERTENCE
14288,422,PERTENCE
14313,422,PERTENCE
14344,422,PERTENCE
14388,422,PERTENCE
14395,424,PERTENCE
14468,422,PERTENCE
14479,423,PERTENCE
14492,423,PERTENCE
14508,422,PERTENCE
14542,422,PERTENCE
14546,424,PERTENCE
14596,422,PERTENCE
14610,424,PERTENCE
14616,423,PERTENCE
14633,422,PERTENCE
14693,422,PERTENCE
14760,422,PERTENCE
14777,423,PERTENCE
14780,425,PERTENCE
14788,427,PERTENCE
14844,422,PERTENCE
14851,424,PERTENCE
14854,422,PERTENCE
14898,424,PERTENCE
14911,424,PERTENCE
14947,427,PERTENCE
14954,422,PERTENCE
15015,422,PERTENCE
15033,422,PERTENCE
15059,423,PERTENCE
15114,422,PERTENCE
15124,427,PERTENCE
15130,422,PERTENCE
15132,424,PERTENCE
15145,422,PERTENCE
15155,422,PERTENCE
15208,422,PERTENCE
15242,422,PERTENCE
15254,425,PERTENCE
15267,422,PERTENCE
15280,424,PERTENCE
15323,422,PERTENCE
15360,424,PERTENCE
15382,422,PERTENCE
15421,424,PERTENCE
15422,422,PERTENCE
15423,422,PERTENCE
15437,426,PERTENCE
15458,422,PERTENCE
15464,427,PERTENCE
15499,426,PERTENCE
15523,422,PERTENCE
15572,423,PERTENCE
15654,424,PERTENCE
15785,422,PERTENCE
15793,423,PERTENCE
15797,422,PERTENCE
15813,422,PERTENCE
15832,426,PERTENCE
15849,423,PERTENCE
15883,422,PERTENCE
15888,423,PERTENCE
16048,423,PERTENCE
16061,428,PERTENCE
16070,422,PERTENCE
16131,423,PERTENCE
16133,422,PERTENCE
16255,422,PERTENCE
16299,422,PERTENCE
16344,424,PERTENCE
16345,424,PERTENCE
16375,422,PERTENCE
16472,422,PERTENCE
16569,422,PERTENCE
16576,422,PERTENCE
16605,423,PERTENCE
16634,423,PERTENCE
16654,422,PERTENCE
16662,422,PERTENCE
16687,422,PERTENCE
16718,423,PERTENCE
16755,424,PERTENCE
16761,422,PERTENCE
16783,422,PERTENCE
16803,422,PERTENCE
16872,422,PERTENCE
16892,424,PERTENCE
16956,422,PERTENCE
16963,423,PERTENCE
16971,422,PERTENCE
16991,425,PERTENCE
17008,422,PERTENCE
17009,424,PERTENCE
17028,422,PERTENCE
17079,422,PERTENCE
17092,422,PERTENCE
17105,422,PERTENCE
17114,422,PERTENCE
17158,424,PERTENCE
17170,425,PERTENCE
17190,422,PERTENCE
17197,422,PERTENCE
17203,422,PERTENCE
17210,423,PERTENCE
17232,422,PERTENCE
17239,422,PERTENCE
17255,424,PERTENCE
17268,422,PERTENCE
17285,427,PERTENCE
17297,422,PERTENCE
17324,427,PERTENCE
17378,422,PERTENCE
17392,422,PERTENCE
17461,423,PERTENCE
17463,423,PERTENCE
17472,422,PERTENCE
17573,427,PERTENCE
17617,422,PERTENCE
17649,424,PERTENCE
17658,424,PERTENCE
17829,422,PERTENCE
17845,427,PERTENCE
17860,422,PERTENCE
17931,422,PERTENCE
17963,424,PERTENCE
17972,422,PERTENCE
18026,422,PERTENCE
18054,424,PERTENCE
18098,422,PERTENCE
18145,424,PERTENCE
18155,424,PERTENCE
18165,423,PERTENCE
18166,422,PERTENCE
18232,424,PERTENCE
18262,426,PERTENCE
18304,422,PERTENCE
18358,425,PERTENCE
18360,422,PERTENCE
18381,422,PERTENCE
18393,425,PERTENCE
18409,423,PERTENCE
18448,423,PERTENCE
18478,422,PERTENCE
18482,422,PERTENCE
18491,424,PERTENCE
18503,422,PERTENCE
18504,423,PERTENCE
18520,426,PERTENCE
18531,424,PERTENCE
18552,425,PERTENCE
18566,423,PERTENCE
18571,422,PERTENCE
18616,423,PERTENCE
18639,422,PERTENCE
18663,426,PERTENCE
18693,422,PERTENCE
18724,424,PERTENCE
18920,422,PERTENCE
18945,423,PERTENCE
19098,422,PERTENCE
19208,424,PERTENCE
19214,425,PERTENCE
19290,422,PERTENCE
19298,424,PERTENCE
19304,422,PERTENCE
19309,423,PERTENCE
19317,422,PERTENCE
19328,424,PERTENCE
19358,422,PERTENCE
19370,422,PERTENCE
19371,422,PERTENCE
19375,422,PERTENCE
19380,424,PERTENCE
19387,422,PERTENCE
19389,422,PERTENCE
19551,422,PERTENCE
19559,422,PERTENCE
19675,424,PERTENCE
19727,422,PERTENCE
19766,422,PERTENCE
19796,422,PERTENCE
19803,426,PERTENCE
19968,422,PERTENCE
20050,424,PERTENCE
20061,422,PERTENCE
20107,422,PERTENCE
20135,424,PERTENCE
20186,426,PERTENCE
20393,422,PERTENCE
20401,424,PERTENCE
20421,425,PERTENCE
20429,422,PERTENCE
20433,425,PERTENCE
20474,422,PERTENCE
20544,422,PERTENCE
20548,422,PERTENCE
20560,424,PERTENCE
20639,423,PERTENCE
20703,426,PERTENCE
20706,423,PERTENCE
20722,425,PERTENCE
20782,422,PERTENCE
20790,423,PERTENCE
20794,423,PERTENCE
20839,422,PERTENCE
20891,426,PERTENCE
21052,427,PERTENCE
21087,423,PERTENCE
21128,425,PERTENCE
21186,422,PERTENCE
21256,426,PERTENCE
21259,422,PERTENCE
21273,426,PERTENCE
21274,424,PERTENCE
21280,422,PERTENCE
21464,422,PERTENCE
21499,422,PERTENCE
21501,422,PERTENCE
21503,422,PERTENCE
21508,422,PERTENCE
21559,422,PERTENCE
21564,424,PERTENCE
21567,422,PERTENCE
21568,422,PERTENCE
21570,427,PERTENCE
21572,424,PERTENCE
21573,424,PERTENCE
21574,425,PERTENCE
21686,422,PERTENCE
21756,422,PERTENCE
21803,426,PERTENCE
21963,424,PERTENCE
21989,422,PERTENCE
22003,425,PERTENCE
22050,422,PERTENCE
22077,422,PERTENCE
22081,427,PERTENCE
22320,425,PERTENCE
22333,422,PERTENCE
22337,422,PERTENCE
22437,424,PERTENCE
22512,425,PERTENCE
22516,422,PERTENCE
22537,422,PERTENCE
22541,423,PERTENCE
22863,424,PERTENCE
22924,424,PERTENCE
23033,426,PERTENCE
23139,426,PERTENCE
23208,424,PERTENCE
23212,425,PERTENCE
23218,422,PERTENCE
23482,422,PERTENCE
23610,422,PERTENCE
23613,423,PERTENCE
23643,422,PERTENCE
23650,425,PERTENCE
23816,422,PERTENCE
23834,422,PERTENCE
23851,422,PERTENCE
23873,422,PERTENCE
23874,423,PERTENCE
23876,427,PERTENCE
23923,424,PERTENCE
23940,426,PERTENCE
23952,422,PERTENCE
23958,425,PERTENCE
23980,423,PERTENCE
23985,422,PERTENCE
23987,426,PERTENCE
23990,427,PERTENCE
23992,422,PERTENCE
24001,426,PERTENCE
24002,422,PERTENCE
24005,424,PERTENCE
24014,423,PERTENCE
24026,423,PERTENCE
24050,422,PERTENCE
24102,422,PERTENCE
24117,425,PERTENCE
24161,422,PERTENCE
24173,422,PERTENCE
24215,427,PERTENCE
24216,424,PERTENCE
24339,422,PERTENCE
24340,424,PERTENCE
24500,423,PERTENCE
24508,422,PERTENCE
24509,422,PERTENCE
24516,422,PERTENCE
24520,425,PERTENCE
24523,422,PERTENCE
24528,423,PERTENCE
24761,423,PERTENCE
24789,422,PERTENCE
24794,422,PERTENCE
24797,423,PERTENCE
24836,422,PERTENCE
24848,425,PERTENCE
24905,422,PERTENCE
24912,424,PERTENCE
24956,423,PERTENCE
25031,422,PERTENCE
25130,422,PERTENCE
25179,422,PERTENCE
25241,423,PERTENCE
25250,423,PERTENCE
25255,425,PERTENCE
25270,424,PERTENCE
25308,425,PERTENCE
25319,423,PERTENCE
25324,422,PERTENCE
25334,422,PERTENCE
25551,422,PERTENCE
25585,424,PERTENCE
25658,424,PERTENCE
25701,422,PERTENCE
25734,423,PERTENCE
25745,422,PERTENCE
25748,427,PERTENCE
25768,423,PERTENCE
25793,422,PERTENCE
25803,427,PERTENCE
25804,425,PERTENCE
25818,422,PERTENCE
25827,422,PERTENCE
25829,426,PERTENCE
25832,422,PERTENCE
25838,423,PERTENCE
25871,422,PERTENCE
25932,423,PERTENCE
25942,422,PERTENCE
26049,422,PERTENCE
26076,422,PERTENCE
26131,422,PERTENCE
26190,427,PERTENCE
26329,422,PERTENCE
26364,424,PERTENCE
26392,427,PERTENCE
26417,422,PERTENCE
26486,424,PERTENCE
26494,422,PERTENCE
26770,427,PERTENCE
26798,422,PERTENCE
26886,422,PERTENCE
26953,422,PERTENCE
26956,423,PERTENCE
27057,424,PERTENCE
27092,424,PERTENCE
27161,423,PERTENCE
27172,426,PERTENCE
27206,424,PERTENCE
27238,425,PERTENCE
27440,422,PERTENCE
27451,422,PERTENCE
27472,423,PERTENCE
27497,424,PERTENCE
27508,423,PERTENCE
27569,424,PERTENCE
27571,424,PERTENCE
27591,424,PERTENCE
27601,422,PERTENCE
27652,422,PERTENCE
27656,423,PERTENCE
27667,422,PERTENCE
27773,423,PERTENCE
27778,422,PERTENCE
27853,426,PERTENCE
28049,422,PERTENCE
28183,422,PERTENCE
28219,422,PERTENCE
28225,423,PERTENCE
28228,422,PERTENCE
28244,422,PERTENCE
28285,422,PERTENCE
28290,422,PERTENCE
28301,422,PERTENCE
28373,422,PERTENCE
28384,427,PERTENCE
28506,422,PERTENCE
28583,425,PERTENCE
28627,424,PERTENCE
28636,424,PERTENCE
28668,422,PERTENCE
28701,423,PERTENCE
28713,422,PERTENCE
28747,422,PERTENCE
28764,422,PERTENCE
28772,423,PERTENCE
28852,422,PERTENCE
28857,422,PERTENCE
28929,422,PERTENCE
29139,422,PERTENCE
29257,422,PERTENCE
29261,423,PERTENCE
29263,422,PERTENCE
29296,426,PERTENCE
29326,425,PERTENCE
29337,422,PERTENCE
29420,422,PERTENCE
29489,422,PERTENCE
29513,424,PERTENCE
29526,422,PERTENCE
29554,422,PERTENCE
29599,422,PERTENCE
29607,424,PERTENCE
29616,423,PERTENCE
29630,423,PERTENCE
29670,425,PERTENCE
29676,422,PERTENCE
29715,424,PERTENCE
29745,424,PERTENCE
29746,423,PERTENCE
29748,425,PERTENCE
29763,424,PERTENCE
29777,422,PERTENCE
29778,423,PERTENCE
29788,424,PERTENCE
29796,427,PERTENCE
29805,422,PERTENCE
29809,422,PERTENCE
29837,427,PERTENCE
29887,424,PERTENCE
29891,422,PERTENCE
29893,426,PERTENCE
29913,424,PERTENCE
29921,424,PERTENCE
29925,422,PERTENCE
29927,423,PERTENCE
29935,422,PERTENCE
29945,423,PERTENCE
29950,422,PERTENCE
29964,422,PERTENCE
29971,422,PERTENCE
29985,423,PERTENCE
30014,423,PERTENCE
30042,426,PERTENCE
30049,422,PERTENCE
30069,423,PERTENCE
30071,422,PERTENCE
30076,422,PERTENCE
30077,422,PERTENCE
30093,422,PERTENCE
30112,422,PERTENCE
30144,422,PERTENCE
30149,422,PERTENCE
30198,423,PERTENCE
30204,423,PERTENCE
30207,422,PERTENCE
30346,426,PERTENCE
30438,425,PERTENCE
30466,422,PERTENCE
30510,424,PERTENCE
30525,424,PERTENCE
30548,424,PERTENCE
30625,422,PERTENCE
30751,422,PERTENCE
30765,422,PERTENCE
30770,422,PERTENCE
30777,424,PERTENCE
30785,422,PERTENCE
30835,422,PERTENCE
30841,422,PERTENCE
30854,422,PERTENCE
30863,422,PERTENCE
30874,422,PERTENCE
30971,424,PERTENCE
30976,422,PERTENCE
31076,422,PERTENCE
31083,424,PERTENCE
31093,424,PERTENCE
31183,422,PERTENCE
31189,422,PERTENCE
31215,425,PERTENCE
31328,422,PERTENCE
31341,422,PERTENCE
31405,425,PERTENCE
31411,425,PERTENCE
31533,422,PERTENCE
31588,422,PERTENCE
31729,422,PERTENCE
31734,422,PERTENCE
31751,427,PERTENCE
31783,427,PERTENCE
31926,423,PERTENCE
32052,422,PERTENCE
32058,424,PERTENCE
32093,425,PERTENCE
32124,424,PERTENCE
32182,422,PERTENCE
32216,422,PERTENCE
32230,423,PERTENCE
32302,425,PERTENCE
32320,422,PERTENCE
32332,426,PERTENCE
32340,425,PERTENCE
32417,422,PERTENCE
32483,423,PERTENCE
32634,422,PERTENCE
32687,424,PERTENCE
32694,425,PERTENCE
32709,424,PERTENCE
32734,425,PERTENCE
32755,422,PERTENCE
32832,424,PERTENCE
32851,424,PERTENCE
32920,422,PERTENCE
32939,422,PERTENCE
32953,422,PERTENCE
32982,422,PERTENCE
33064,422,PERTENCE
33127,423,PERTENCE
33134,422,PERTENCE
33160,425,PERTENCE
33166,424,PERTENCE
33168,424,PERTENCE
33190,426,PERTENCE
33203,423,PERTENCE
33223,427,PERTENCE
33231,424,PERTENCE
33315,422,PERTENCE
33415,423,PERTENCE
33425,422,PERTENCE
33453,425,PERTENCE
33457,422,PERTENCE
33536,425,PERTENCE
33640,424,PERTENCE
33715,422,PERTENCE
33784,422,PERTENCE
33872,422,PERTENCE
34103,422,PERTENCE
34105,422,PERTENCE
34115,422,PERTENCE
34186,422,PERTENCE
34190,425,PERTENCE
34194,424,PERTENCE
34236,422,PERTENCE
34300,422,PERTENCE
34335,425,PERTENCE
34337,422,PERTENCE
34347,422,PERTENCE
34482,423,PERTENCE
34659,422,PERTENCE
34661,423,PERTENCE
34699,422,PERTENCE
34750,426,PERTENCE
34767,423,PERTENCE
34773,422,PERTENCE
34776,422,PERTENCE
34798,422,PERTENCE
34801,427,PERTENCE
34805,426,PERTENCE
34825,423,PERTENCE
34864,422,PERTENCE
34984,422,PERTENCE
34996,422,PERTENCE
34998,427,PERTENCE
35016,422,PERTENCE
35023,427,PERTENCE
35052,422,PERTENCE
35126,422,PERTENCE
35160,422,PERTENCE
35218,422,PERTENCE
35223,424,PERTENCE
35229,422,PERTENCE
35352,422,PERTENCE
35511,427,PERTENCE
35583,422,PERTENCE
35733,426,PERTENCE
35814,422,PERTENCE
35873,424,PERTENCE
35894,422,PERTENCE
35971,422,PERTENCE
36041,425,PERTENCE
36159,422,PERTENCE
36189,422,PERTENCE
36290,422,PERTENCE
36297,422,PERTENCE
36321,422,PERTENCE
36342,422,PERTENCE
36411,425,PERTENCE
36426,423,PERTENCE
36444,422,PERTENCE
36451,422,PERTENCE
36465,422,PERTENCE
36472,422,PERTENCE
36495,422,PERTENCE
36520,424,PERTENCE
36534,422,PERTENCE
36556,424,PERTENCE
36570,422,PERTENCE
36593,422,PERTENCE
36610,424,PERTENCE
36640,425,PERTENCE
36677,426,PERTENCE
36709,422,PERTENCE
36759,422,PERTENCE
36860,422,PERTENCE
36882,422,PERTENCE
36890,422,PERTENCE
36961,423,PERTENCE
36993,422,PERTENCE
37019,423,PERTENCE
37098,425,PERTENCE
37106,422,PERTENCE
37132,423,PERTENCE
37199,423,PERTENCE
37200,422,PERTENCE
37201,423,PERTENCE
37219,423,PERTENCE
37228,422,PERTENCE
37254,426,PERTENCE
37255,423,PERTENCE
37267,422,PERTENCE
37276,422,PERTENCE
37283,424,PERTENCE
37293,422,PERTENCE
37438,424,PERTENCE
37471,425,PERTENCE
37486,423,PERTENCE
37542,425,PERTENCE
37604,422,PERTENCE
37623,422,PERTENCE
37669,422,PERTENCE
37694,422,PERTENCE
37696,422,PERTENCE
37722,425,PERTENCE
37923,422,PERTENCE
37969,422,PERTENCE
38009,422,PERTENCE
38191,424,PERTENCE
38204,423,PERTENCE
38224,425,PERTENCE
38270,424,PERTENCE
38315,422,PERTENCE
38355,422,PERTENCE
38385,422,PERTENCE
38410,422,PERTENCE
38416,422,PERTENCE
38433,422,PERTENCE
38471,424,PERTENCE
38485,422,PERTENCE
38489,422,PERTENCE
38493,424,PERTENCE
38513,422,PERTENCE
38514,422,PERTENCE
38523,422,PERTENCE
38569,422,PERTENCE
38631,427,PERTENCE
38651,423,PERTENCE
38738,423,PERTENCE
38806,424,PERTENCE
38825,423,PERTENCE
38830,425,PERTENCE
38837,422,PERTENCE
38841,422,PERTENCE
38842,422,PERTENCE
38934,422,PERTENCE
39009,422,PERTENCE
39026,422,PERTENCE
39056,422,PERTENCE
39057,422,PERTENCE
39058,423,PERTENCE
39060,422,PERTENCE
39080,425,PERTENCE
39092,422,PERTENCE
39213,422,PERTENCE
39214,425,PERTENCE
39215,424,PERTENCE
39216,422,PERTENCE
39218,425,PERTENCE
39219,424,PERTENCE
39247,424,PERTENCE
39264,422,PERTENCE
39267,424,PERTENCE
39268,423,PERTENCE
39276,422,PERTENCE
39322,422,PERTENCE
39324,422,PERTENCE
39432,422,PERTENCE
39459,422,PERTENCE
39505,422,PERTENCE
39588,425,PERTENCE
39589,422,PERTENCE
39596,423,PERTENCE
39641,422,PERTENCE
39643,423,PERTENCE
39660,423,PERTENCE
39698,422,PERTENCE
39781,422,PERTENCE
39787,423,PERTENCE
39795,422,PERTENCE
39804,422,PERTENCE
39816,423,PERTENCE
39828,422,PERTENCE
39829,422,PERTENCE
39842,422,PERTENCE
39893,422,PERTENCE
39903,422,PERTENCE
39905,422,PERTENCE
39906,422,PERTENCE
39948,422,PERTENCE
39972,424,PERTENCE
39976,422,PERTENCE
40040,423,PERTENCE
40045,424,PERTENCE
40084,423,PERTENCE
40088,422,PERTENCE
40093,422,PERTENCE
40107,425,PERTENCE
40123,424,PERTENCE
40171,422,PERTENCE
40180,424,PERTENCE
40210,423,PERTENCE
40221,424,PERTENCE
40222,422,PERTENCE
40250,423,PERTENCE
40264,422,PERTENCE
40289,422,PERTENCE
40406,422,PERTENCE
40411,422,PERTENCE
40421,424,PERTENCE
40422,422,PERTENCE
40428,422,PERTENCE
40475,425,PERTENCE
40510,422,PERTENCE
